created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url;actual_sentiment
Mon Jan 08 12:27:48 +0000 2024;1,74434E+18;@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 Namanya debat ya begitu, adu data, adu gagasan, klo datanya salah silahkan disanggah, jangan cuma bisa bilang data salah, tapi ga bisa jelaskan salahnya dimana.. Ini pemilihan presiden loh bukan pemilihan rt..;0;0;0;0;in;8,39988E+17;1,74401E+18;tk_lahanx;https://twitter.com/tk_lahanx/status/1744335092527603851;Negative
Mon Jan 08 11:23:31 +0000 2024;1,74432E+18;"Ganjar Mendominasi Panggung Debat Ketiga Pilpres 2024  Calon presiden (capres) nomor urut 3 @ganjarpranowo tampil memukau dalam debat ketiga Pilpres 2024 yang digelar Komisi Pemilihan Umum (KPU) RI di Istora Senayan, Jakarta, Ahad (7/1).  Pak Ganjar saya kira tampil cukup sangat… https://t.co/wAgmVcG1w2""";0;5;13;51;in;435004096;1,74432E+18;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1744318915214508155;Positive
Mon Jan 08 10:59:34 +0000 2024;1,74431E+18;Presiden Jokowi menilai banyak yang kecewa dengan pelaksanaan debat ketiga pemilihan presiden (pilpres) yang digelar pada Minggu (7/1/2024). Menurut Presiden, pelaksanaan debat pilpres ke depannya perlu diformat lebih baik lagi. &lt  #Jokowi #Pemilu2024KCM  https://t.co/LVzQpbBD5h;5;13;0;2;in;23343960;1,74431E+18;kompascom;https://twitter.com/kompascom/status/1744312886120665559;Negative
Mon Jan 08 08:20:04 +0000 2024;1,74427E+18;Pengamat politik dari Universitas Mataram (Unram) Saipul Hamdi berpendapat ketiga calon presiden (capres) lebih banyak saling serang sisi personal dalam debat ketiga Pemilihan Presiden (Pilpres) 2024  https://t.co/JchUsVXFdX;0;0;4;0;in;2519592139;1,74427E+18;petonakkincai;https://twitter.com/petonakkincai/status/1744272745066893433;Negative
Mon Jan 08 07:54:36 +0000 2024;1,74427E+18;Direktur Eksekutif  Setara Institute Halili Hasan mengevaluasi jalannya debat ketiga  Pemilihan Presiden (Pilpres) 2024 yang berlangsung pada Minggu (7/1).    Sumber: https://t.co/hg0KitrMCl;0;0;0;0;in;68930552;1,74427E+18;mediaindonesia;https://twitter.com/mediaindonesia/status/1744266338426876183;Neutral
Mon Jan 08 06:45:57 +0000 2024;1,74425E+18;Pemilihan Presiden 2024 ternyata pemilihan yg amat sangat paling mudah diputuskan siapa yg akan dipilih, drpd Pemilu2 sblmnya.  Lalu utk Calon Anggota DPR siapa ya?  Ada saran?  DAERAH PEMILIHAN DKI JAKARTA II (JAKARTA SELATAN, JAKARTA PUSAT &amp  LUAR NEGERI)  #Pemilu2024 #DEBAT https://t.co/vZG6V94WUl;0;0;0;0;in;1141940924;1,74425E+18;syarief_thalib;https://twitter.com/syarief_thalib/status/1744249060314447989;Neutral
Mon Jan 08 05:13:21 +0000 2024;1,74423E+18;Debat kandidat Pemilihan Presiden (Pilpres) 2024 periode ketiga mempertemukan masing-masing calon presiden yang membahas tentang masalah Pertahanan, Keamanan, Hubungan Internasional, Globalisasi, Geopolitik dan Politik Luar Negeri.  Prabowo MC Donald Omon https://t.co/BF3igsAcc9;2;0;0;2;in;1,6472E+18;1,74423E+18;redaksicelahid;https://twitter.com/redaksicelahid/status/1744225759336734881;Negative
Mon Jan 08 05:09:07 +0000 2024;1,74422E+18;Calon presiden nomor urut 2 Prabowo Subianto menjawab pertanyaan terkait alasan dia tidak bersalaman dengan Anies Baswedan sesaat setelah acara debat ketiga Pemilihan Presiden 2024 di Istora Senayan. #DebatCapres #debatcapres2024 #DebatPresiden   https://t.co/piQN97OZjz;0;0;0;1;in;1,42294E+18;1,74422E+18;monitorind;https://twitter.com/monitorind/status/1744224690774880733;Positive
Mon Jan 08 04:49:22 +0000 2024;1,74422E+18;pada Minggu (7/1) pukul 18.24 untuk mengikuti debat ketiga Pemilihan Presiden 2024. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;0;1;0;0;in;1,48592E+18;1,74422E+18;mingskyyy_;https://twitter.com/mingskyyy_/status/1744219723838247129;Neutral
Mon Jan 08 03:21:18 +0000 2024;1,7442E+18;Komisi Pemilihan Umum (KPU) telah menyelesaikan pelaksanaan debat ketiga yang diperuntukkan bagi para calon presiden (Capres) dalam laga menuju Pemilu Serentak 2024.https://t.co/h61lpTUYzA;0;0;0;0;in;423220305;1,7442E+18;ANTARABengkulu;https://twitter.com/ANTARABengkulu/status/1744197559223255056;Positive
Mon Jan 08 01:55:52 +0000 2024;1,74418E+18;Polri Siapkan Pengamanan Debat Pilpres Ketiga 2024  Sebanyak 3.041 personel gabungan dari jajaran Polri dan instansi terkait dikerahkan untuk mengamankan kegiatan debat calon presiden (capres) yang digelar oleh Komisi Pemilihan Umum pada malam ini Minggu (7/1) di Istora Senayan https://t.co/ms3kUdawlw;0;0;0;0;in;1,61629E+18;1,74418E+18;Polsek_AirBesi;https://twitter.com/Polsek_AirBesi/status/1744176059992650152;Positive
Mon Jan 08 00:40:05 +0000 2024;1,74416E+18;TPN Ganjar Pranowo-Mahfud MD menilai penampilan Ganjar pada debat ketiga Pemilihan Umum Presiden (Pilpres) 2024 menunjukkan ketegasannya. https://t.co/PtrqNHw0cO;0;0;0;0;in;1,6663E+18;1,74416E+18;erakinimedia;https://twitter.com/erakinimedia/status/1744156988924445088;Positive
Sun Jan 07 23:16:38 +0000 2024;1,74414E+18;@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 Aduh. Gimana sih Bu. Inikan debat capres. Dari judulnya saja kita sudah tau bahwa diforum inilah para capres ini beradu gagasan dan pikiran. Victim mentality seperti ini harus diberangus. Ini pemilihan presiden ibu. 280 juta rakyat Indonesia dipertaruhkan. Pensiun saja;0;0;0;0;in;1,50501E+18;1,74401E+18;nurdianthoudia;https://twitter.com/nurdianthoudia/status/1744135987973038193;Negative
Sun Jan 07 18:31:21 +0000 2024;1,74406E+18;Penampilan @ganjarpranowo, Jawaban Jelas Dan Terstruktur  Debat calon presiden (capres) Pemilihan Presiden atau Pilpres 2024 digelar di Istora, Senayan, Jakarta Pusat, Minggu (7/1/2024) oleh Komisi Pemilihan Umum (KPU). Di debat capres 2024 ini, penampilan para pasangan calon… https://t.co/BTTA6YWn0I;0;2;1;20;in;435004096;1,74406E+18;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1744064191705817321;Positive
Sun Jan 07 16:49:18 +0000 2024;1,74404E+18;... Polri Siapkan Pengamanan Debat Pilpres Ketiga 2024 Sebanyak 3.041 personel gabungan dari jajaran Polri dan instansi terkait dikerahkan untuk mengamankan kegiatan debat calon presiden (capres) yang digelar oleh Komisi Pemilihan Umum pada malam ini Minggu (7/1) https://t.co/cgh9igwkmp;0;0;0;0;in;1,41952E+18;1,74404E+18;Samapta_Bireuen;https://twitter.com/Samapta_Bireuen/status/1744038511542677727;Positive
Sun Jan 07 16:13:16 +0000 2024;1,74403E+18;Kinerja Kementerian Pertahanan menjadi sorotan dalam debat ketiga Pemilihan Presiden 2024 yang diikuti oleh tiga calon presiden. Ganjar dan Anies sama-sama memberi nilai rendah. #Polhuk #AdadiKompas   https://t.co/ZZp0VSdjRP;0;0;0;0;in;771030588;1,74403E+18;KompasData;https://twitter.com/KompasData/status/1744029442727432252;Neutral
Sun Jan 07 16:08:05 +0000 2024;1,74403E+18;Kinerja Kementerian Pertahanan menjadi sorotan dalam debat ketiga Pemilihan Presiden 2024 yang diikuti oleh tiga calon presiden. Ganjar dan Anies sama-sama memberi nilai rendah. #Polhuk #AdadiKompas   https://t.co/TB2ofQ7x2i;0;1;1;2;in;255866913;1,74403E+18;hariankompas;https://twitter.com/hariankompas/status/1744028141067153516;Neutral
Sun Jan 07 15:09:49 +0000 2024;1,74401E+18;@CNNIndonesia Saya yakin kayaknya di pemilu tahun ini pun juga bakal banyak kecurangan karena dari pemilihan wakil presiden pun sudah banyak kejanggalan debat apalagi untuk malam ini makin malas saja makin ke sini untuk pemilu 2024;1;0;1;13;in;1,60221E+18;1,744E+18;bakarisme98;https://twitter.com/bakarisme98/status/1744013474517418457;Negative
Sun Jan 07 13:29:07 +0000 2024;1,74399E+18;Megawati menitipkan pesan kepada Ganjar Pranowo. Pesan disampaikan sebelum Ganjar melaksanakan debat ketiga Pemilihan Presiden 2024.  Tonton live streaming di : https://t.co/nyHSX5wGdE  #DebatCapres #debatpilpres2024  #GanjarMahfud  https://t.co/zLou4zI18N;0;0;0;0;in;9,02838E+17;1,74399E+18;medcom_id;https://twitter.com/medcom_id/status/1743988132767490223;Neutral
Sun Jan 07 13:25:04 +0000 2024;1,74399E+18;Dalam debat calon presiden 2024 yang diselenggarakan oleh Komisi Pemilihan Umum (KPU) di Istora Senayan, Hari Minggu, 7 Januari 2024, terdapat singgungan terkait rudal hipersonik.  https://t.co/7NUhMRu98l;0;0;0;1;in;68930552;1,74399E+18;mediaindonesia;https://twitter.com/mediaindonesia/status/1743987116714152083;Neutral
Sun Jan 07 13:23:18 +0000 2024;1,74399E+18;Calon presiden nomor urut 1 Anies Baswedan mengatakan, 160.000 orang meninggal karena virus.   Hal ini disampaikan Anies Baswedan dalam debat kedua pemilihan presiden (pilpres) yang digelar Komisi Pemilihan Umum (KPU) pada Minggu (7/1/2024).  Bagaimana faktanya?  Baca disini:… https://t.co/960MibsXHU;1;2;3;4;in;23343960;1,74399E+18;kompascom;https://twitter.com/kompascom/status/1743986669190336710;Neutral
Sun Jan 07 13:22:23 +0000 2024;1,74399E+18;divisihumaspolri Polri Siapkan Pengamanan Debat Pilpres Ketiga 2024  Sebanyak 3.041 personel gabungan dari jajaran Polri dan instansi terkait dikerahkan untuk mengamankan kegiatan debat calon presiden (capres) yang digelar oleh Komisi Pemilihan Umum pada malam ini Minggu(7/1). https://t.co/fE0T0lGIWk;0;0;0;1;in;1,61127E+18;1,74399E+18;polsekptkbarat1;https://twitter.com/polsekptkbarat1/status/1743986437471785432;Neutral
Sun Jan 07 12:46:13 +0000 2024;1,74398E+18;Calon Presiden atau Capres, Ganjar Pranowo menyebut debat ketiga Pemilihan Presiden (Pilpres) 2024 diharapkan dapat menjadi catatan bagi calon pemilih untuk menentukan pilhannya. #DebatCapres  https://t.co/05H7k4swsU;0;0;0;0;in;1,18695E+18;1,74398E+18;voidotid;https://twitter.com/voidotid/status/1743977339112104017;Neutral
Sun Jan 07 12:39:38 +0000 2024;1,74398E+18;Ketua Komisi Pemilihan Umum (KPU) Hasyim Asy'ari membuka debat ketiga calon presiden (capres) Pemilihan Presiden (Pilpres) 2024. Hasyim ingin seluruh pihak menyaksikan sungguh-sungguh debat capres kali ini.  Tonton live streaming di : https://t.co/nyHSX5wGdE  #DebatCapres…;0;0;0;0;in;9,02838E+17;1,74398E+18;medcom_id;https://twitter.com/medcom_id/status/1743975682290651622;Positive
Sun Jan 07 12:39:37 +0000 2024;1,74398E+18;Calon presiden (capres) nomor urut 1 @aniesbaswedan  mendapat pernak pernik sebelum melaksanakan debat ketiga Pemilihan Presiden (Pilpres) 2024. Ia mendapat sebuah banner dan kaos.  Pantauan https://t.co/Nxh9RxFFAF, Anies mendapat Anies banner bertuliskan Hwaiting!! Abah #1 di… https://t.co/a8L2Uh6hxy;0;0;0;1;in;9,02838E+17;1,74398E+18;medcom_id;https://twitter.com/medcom_id/status/1743975675374297115;Positive
Sun Jan 07 12:39:17 +0000 2024;1,74398E+18;CALON presiden (capres)  nomor urut 1 Anies Baswedan mendapat pernak pernik sebelum melaksanakan  debat ketiga Pemilihan Presiden (Pilpres) 2024. Ia mendapat banner dan  kaos.   Sumber: https://t.co/7FFCG2MDms;0;2;1;3;in;68930552;1,74398E+18;mediaindonesia;https://twitter.com/mediaindonesia/status/1743975592742281615;Positive
Sun Jan 07 12:35:36 +0000 2024;1,74397E+18;Ganjar Pranowo menyebut debat ketiga Pemilihan Presiden (Pilpres) 2024 diharapkan dapat menjadi catatan bagi calon pemilih untuk menentukan pilhannya. #DebatCapres  https://t.co/S3bkCfjjBc;0;0;0;0;in;1,18695E+18;1,74397E+18;voidotid;https://twitter.com/voidotid/status/1743974664177958968;Positive
Sun Jan 07 12:35:33 +0000 2024;1,74397E+18;Komisi Pemilihan Umum (KPU) menggelar debat calon Presiden 2024 kedua pada hari Minggu, 7 Januari 2024. Anies Baswedan, Prabowo Subianto dan Ganjar Pranowo akan saling berhadapan untuk kedua kalinya dalam debat capres 2024.;0;0;0;0;in;376916138;1,74397E+18;musvida;https://twitter.com/musvida/status/1743974653897634030;Neutral
Sun Jan 07 12:30:05 +0000 2024;1,74397E+18;Capres nomor urut 1 Anies Baswedan mendapat pernak pernik sebelum melaksanakan debat ketiga Pemilihan Presiden (Pilpres) 2024. Ia mendapat banner dan kaos.  https://t.co/7FFCG2MDms;0;0;0;1;in;68930552;1,74397E+18;mediaindonesia;https://twitter.com/mediaindonesia/status/1743973276307927220;Positive
Sun Jan 07 12:28:11 +0000 2024;1,74397E+18;Debat sesi ketiga menjelang Pemilihan Presiden 2024 ini kian ditunggu-tunggu oleh masyarakat.  Calon Presiden (Capres) nomor urut 1, Anies Baswedan, mengatakan bahwa sesi debat kali ini bisa menjadi kesempatan untuk rakyat menilai mana calon pemimpin yang bisa sama dengan apa… https://t.co/v8eWtcyrUU;0;0;7;10;in;55507370;1,74397E+18;tvOneNews;https://twitter.com/tvOneNews/status/1743972801168777418;Positive
Sun Jan 07 12:09:57 +0000 2024;1,74397E+18;"Kapten Tim Pemenangan Nasional (Timnas) Anies-Muhaimin (Amin), Muhammad Syaugi Alaydrus menyebut calon presiden (Capres) nomor 1 satu Anies Baswedan akan bermain menyerang"" pada debat ketiga pemilihan presiden (Pilpres) 2024 hari ini, Minggu (7/1/2024). https://t.co/xdtHbYL7oT…""";2;6;6;30;in;23343960;1,74397E+18;kompascom;https://twitter.com/kompascom/status/1743968212373676346;Negative
Sun Jan 07 11:55:37 +0000 2024;1,74396E+18;Calon Presiden (Capres) RI Anies Baswedan pamit kepada tetangga sekitar sebelum berangkat ke Istora Senayan, tempat pelaksanaan debat ketiga Pilpres 2024 yang diselenggarakan Komisi Pemilihan Umum (KPU).https://t.co/jXmXeKUdRO;0;0;0;0;in;423220305;1,74396E+18;ANTARABengkulu;https://twitter.com/ANTARABengkulu/status/1743964602940166387;Neutral
Sun Jan 07 11:54:24 +0000 2024;1,74396E+18;Kepolisian melarang massa dari pasangan calon (paslon) membawa mobil komando dan pengeras suara untuk menjaga kekhidmatan  pelaksanaan debat Pemilihan Presiden dan Wakil Presiden 2024 di Istora Senayan, Jakarta Pusat, Minggu malam.https://t.co/xybWGQkxzL;0;0;0;0;in;423220305;1,74396E+18;ANTARABengkulu;https://twitter.com/ANTARABengkulu/status/1743964298895036729;Neutral
Sun Jan 07 11:51:35 +0000 2024;1,74396E+18;Komisi Pemilihan Umum (@KPU_ID) menggelar debat ketiga dari lima debat capres-cawapres #Pemilu2024 di Gedung Istora Senayan, Jakarta Pusat.  Simak #ReportaseLangsung Debat Calon Presiden Pemilu 2024 di https://t.co/Z6bhYbEJRg atau melalui tautan berikut.  ➡️… https://t.co/Syp4tXkNuB;4;1;3;6;in;255866913;1,74396E+18;hariankompas;https://twitter.com/hariankompas/status/1743963588950364535;Neutral
Sun Jan 07 10:55:37 +0000 2024;1,74395E+18;Debat Calon Presiden ke-3 ( Debat Capres ke-3 ) akan diselenggarakan Komisi Pemilihan Umum ( KPU )  pada Minggu (7/1/2024) malam ini.  https://t.co/cfR6JS1Yd2;0;0;0;0;in;106976813;1,74395E+18;poskupangcom;https://twitter.com/poskupangcom/status/1743949504980865129;Neutral
Sun Jan 07 10:49:24 +0000 2024;1,74395E+18;Awal Tahun Ada Yang Seru Nih...!  Ganjar Siap Hadapi Debat Ketiga Pilpres 2024  Debat ketiga Pemilihan Presiden (Pilpres) 2023 akan digelar di Istora Senayan, Jakarta, Minggu (7/1/2024) malam. Calon presiden (capres) nomor urut 3, Ganjar Pranowo mengaku sudah siap untuk… https://t.co/jtBk0ctMty;0;3;3;25;in;435004096;1,74395E+18;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1743947939071029630;Positive
Sun Jan 07 10:43:42 +0000 2024;1,74395E+18;Polri Siapkan Pengamanan Debat Pilpres Ketiga 2024 Sebanyak 3.041 personel jajaran Polri dan instansi terkait dikerahkan untuk mengamankan kegiatan debat calon presiden yang digelar oleh Komisi Pemilihan Umum pada malam ini Minggu (7/1) di Istora Senayan Gelora Bung Karno (GBK). https://t.co/h9nJO3Uf9g;0;0;0;1;in;1,66393E+18;1,74395E+18;PPrayabara34928;https://twitter.com/PPrayabara34928/status/1743946506464530526;Positive
Sun Jan 07 10:35:11 +0000 2024;1,74394E+18;Hari ini, Minggu (7/1/2024), Komisi Pemilihan Umum kembali menggelar debat calon presiden.  Seperti apa persiapan Anies Baswedan, Prabowo Subianto, dan Ganjar Pranowo menghadapi debat nanti malam? #VideoBerita #AdadiKompas   https://t.co/gGuC7uxciV;0;0;0;0;in;255866913;1,74394E+18;hariankompas;https://twitter.com/hariankompas/status/1743944361186857083;Neutral
